field,value,n,mode,mode_col,count,pct,overall_pct,delta_vs_overall
format_group,duodecimo,30,pedagogical/method,mode_pedagogical_method,23,76.7,70.3,6.4
format_group,duodecimo,30,vernacular/transfer,mode_vernacular_transfer,6,20.0,37.1,-17.1
format_group,duodecimo,30,institutional/authority,mode_institutional_authority,27,90.0,76.6,13.4
format_group,duodecimo,30,composite/apparatus,mode_composite_apparatus,18,60.0,68.5,-8.5
format_group,duodecimo,30,practical/public,mode_practical_public,12,40.0,28.3,11.7
format_group,duodecimo,30,corrected/updated,mode_corrected_updated,18,60.0,50.3,9.7
format_group,duodecimo,30,humanist/ancient,mode_humanist_ancient,27,90.0,85.0,5.0
format_group,folio,54,sparse/canonical,mode_sparse_canonical,5,9.3,15.4,-6.1
format_group,folio,54,pedagogical/method,mode_pedagogical_method,39,72.2,70.3,1.9
format_group,folio,54,vernacular/transfer,mode_vernacular_transfer,21,38.9,37.1,1.8
format_group,folio,54,institutional/authority,mode_institutional_authority,41,75.9,76.6,-0.6
format_group,folio,54,composite/apparatus,mode_composite_apparatus,46,85.2,68.5,16.7
format_group,folio,54,practical/public,mode_practical_public,12,22.2,28.3,-6.1
format_group,folio,54,corrected/updated,mode_corrected_updated,30,55.6,50.3,5.2
format_group,folio,54,humanist/ancient,mode_humanist_ancient,44,81.5,85.0,-3.5
format_group,missing/unknown,18,sparse/canonical,mode_sparse_canonical,6,33.3,15.4,17.9
format_group,missing/unknown,18,pedagogical/method,mode_pedagogical_method,10,55.6,70.3,-14.7
format_group,missing/unknown,18,vernacular/transfer,mode_vernacular_transfer,4,22.2,37.1,-14.8
format_group,missing/unknown,18,institutional/authority,mode_institutional_authority,10,55.6,76.6,-21.0
format_group,missing/unknown,18,composite/apparatus,mode_composite_apparatus,9,50.0,68.5,-18.5
format_group,missing/unknown,18,practical/public,mode_practical_public,5,27.8,28.3,-0.5
format_group,missing/unknown,18,corrected/updated,mode_corrected_updated,9,50.0,50.3,-0.3
format_group,missing/unknown,18,humanist/ancient,mode_humanist_ancient,13,72.2,85.0,-12.7
format_group,octavo,111,sparse/canonical,mode_sparse_canonical,17,15.3,15.4,-0.1
format_group,octavo,111,pedagogical/method,mode_pedagogical_method,88,79.3,70.3,9.0
format_group,octavo,111,vernacular/transfer,mode_vernacular_transfer,38,34.2,37.1,-2.8
format_group,octavo,111,institutional/authority,mode_institutional_authority,87,78.4,76.6,1.8
format_group,octavo,111,composite/apparatus,mode_composite_apparatus,77,69.4,68.5,0.8
format_group,octavo,111,practical/public,mode_practical_public,31,27.9,28.3,-0.4
format_group,octavo,111,corrected/updated,mode_corrected_updated,56,50.5,50.3,0.1
format_group,octavo,111,humanist/ancient,mode_humanist_ancient,101,91.0,85.0,6.0
format_group,quarto,67,sparse/canonical,mode_sparse_canonical,8,11.9,15.4,-3.4
format_group,quarto,67,pedagogical/method,mode_pedagogical_method,39,58.2,70.3,-12.1
format_group,quarto,67,vernacular/transfer,mode_vernacular_transfer,36,53.7,37.1,16.7
format_group,quarto,67,institutional/authority,mode_institutional_authority,50,74.6,76.6,-1.9
format_group,quarto,67,composite/apparatus,mode_composite_apparatus,44,65.7,68.5,-2.9
format_group,quarto,67,practical/public,mode_practical_public,20,29.9,28.3,1.5
format_group,quarto,67,corrected/updated,mode_corrected_updated,29,43.3,50.3,-7.1
format_group,quarto,67,humanist/ancient,mode_humanist_ancient,52,77.6,85.0,-7.4
format_first,12,30,sparse/canonical,mode_sparse_canonical,5,16.7,15.4,1.3
format_first,12,30,pedagogical/method,mode_pedagogical_method,23,76.7,70.3,6.4
format_first,12,30,vernacular/transfer,mode_vernacular_transfer,6,20.0,37.1,-17.1
format_first,12,30,institutional/authority,mode_institutional_authority,27,90.0,76.6,13.4
format_first,12,30,composite/apparatus,mode_composite_apparatus,18,60.0,68.5,-8.5
format_first,12,30,practical/public,mode_practical_public,12,40.0,28.3,11.7
format_first,12,30,corrected/updated,mode_corrected_updated,18,60.0,50.3,9.7
format_first,12,30,humanist/ancient,mode_humanist_ancient,27,90.0,85.0,5.0
format_first,18,1,sparse/canonical,mode_sparse_canonical,1,100.0,15.4,84.6
format_first,18,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
format_first,18,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
format_first,18,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
format_first,18,1,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
format_first,18,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
format_first,18,1,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
format_first,18,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
format_first,2,54,sparse/canonical,mode_sparse_canonical,5,9.3,15.4,-6.1
format_first,2,54,pedagogical/method,mode_pedagogical_method,39,72.2,70.3,1.9
format_first,2,54,vernacular/transfer,mode_vernacular_transfer,21,38.9,37.1,1.8
format_first,2,54,institutional/authority,mode_institutional_authority,41,75.9,76.6,-0.6
format_first,2,54,composite/apparatus,mode_composite_apparatus,46,85.2,68.5,16.7
format_first,2,54,practical/public,mode_practical_public,12,22.2,28.3,-6.1
format_first,2,54,corrected/updated,mode_corrected_updated,30,55.6,50.3,5.2
format_first,2,54,humanist/ancient,mode_humanist_ancient,44,81.5,85.0,-3.5
format_first,4,67,sparse/canonical,mode_sparse_canonical,8,11.9,15.4,-3.4
format_first,4,67,pedagogical/method,mode_pedagogical_method,39,58.2,70.3,-12.1
format_first,4,67,vernacular/transfer,mode_vernacular_transfer,36,53.7,37.1,16.7
format_first,4,67,institutional/authority,mode_institutional_authority,50,74.6,76.6,-1.9
format_first,4,67,composite/apparatus,mode_composite_apparatus,44,65.7,68.5,-2.9
format_first,4,67,practical/public,mode_practical_public,20,29.9,28.3,1.5
format_first,4,67,corrected/updated,mode_corrected_updated,29,43.3,50.3,-7.1
format_first,4,67,humanist/ancient,mode_humanist_ancient,52,77.6,85.0,-7.4
format_first,6,5,sparse/canonical,mode_sparse_canonical,2,40.0,15.4,24.6
format_first,6,5,pedagogical/method,mode_pedagogical_method,2,40.0,70.3,-30.3
format_first,6,5,vernacular/transfer,mode_vernacular_transfer,1,20.0,37.1,-17.1
format_first,6,5,institutional/authority,mode_institutional_authority,3,60.0,76.6,-16.6
format_first,6,5,composite/apparatus,mode_composite_apparatus,2,40.0,68.5,-28.5
format_first,6,5,practical/public,mode_practical_public,1,20.0,28.3,-8.3
format_first,6,5,corrected/updated,mode_corrected_updated,2,40.0,50.3,-10.3
format_first,6,5,humanist/ancient,mode_humanist_ancient,5,100.0,85.0,15.0
format_first,8,111,sparse/canonical,mode_sparse_canonical,17,15.3,15.4,-0.1
format_first,8,111,pedagogical/method,mode_pedagogical_method,88,79.3,70.3,9.0
format_first,8,111,vernacular/transfer,mode_vernacular_transfer,38,34.2,37.1,-2.8
format_first,8,111,institutional/authority,mode_institutional_authority,87,78.4,76.6,1.8
format_first,8,111,composite/apparatus,mode_composite_apparatus,77,69.4,68.5,0.8
format_first,8,111,practical/public,mode_practical_public,31,27.9,28.3,-0.4
format_first,8,111,corrected/updated,mode_corrected_updated,56,50.5,50.3,0.1
format_first,8,111,humanist/ancient,mode_humanist_ancient,101,91.0,85.0,6.0
format_first,missing/unknown,18,sparse/canonical,mode_sparse_canonical,6,33.3,15.4,17.9
format_first,missing/unknown,18,pedagogical/method,mode_pedagogical_method,10,55.6,70.3,-14.7
format_first,missing/unknown,18,vernacular/transfer,mode_vernacular_transfer,4,22.2,37.1,-14.8
format_first,missing/unknown,18,institutional/authority,mode_institutional_authority,10,55.6,76.6,-21.0
format_first,missing/unknown,18,composite/apparatus,mode_composite_apparatus,9,50.0,68.5,-18.5
format_first,missing/unknown,18,practical/public,mode_practical_public,5,27.8,28.3,-0.5
format_first,missing/unknown,18,corrected/updated,mode_corrected_updated,9,50.0,50.3,-0.3
format_first,missing/unknown,18,humanist/ancient,mode_humanist_ancient,13,72.2,85.0,-12.7
language_first,ARABIC,1,sparse/canonical,mode_sparse_canonical,1,100.0,15.4,84.6
language_first,ARABIC,1,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
language_first,ARABIC,1,vernacular/transfer,mode_vernacular_transfer,1,100.0,37.1,62.9
language_first,ARABIC,1,institutional/authority,mode_institutional_authority,0,0.0,76.6,-76.6
language_first,ARABIC,1,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
language_first,ARABIC,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
language_first,ARABIC,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
language_first,ARABIC,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
language_first,CHINESE,2,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
language_first,CHINESE,2,pedagogical/method,mode_pedagogical_method,0,0.0,70.3,-70.3
language_first,CHINESE,2,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
language_first,CHINESE,2,institutional/authority,mode_institutional_authority,0,0.0,76.6,-76.6
language_first,CHINESE,2,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
language_first,CHINESE,2,practical/public,mode_practical_public,0,0.0,28.3,-28.3
language_first,CHINESE,2,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
language_first,CHINESE,2,humanist/ancient,mode_humanist_ancient,0,0.0,85.0,-85.0
language_first,DUTCH,21,sparse/canonical,mode_sparse_canonical,2,9.5,15.4,-5.9
language_first,DUTCH,21,pedagogical/method,mode_pedagogical_method,17,81.0,70.3,10.7
language_first,DUTCH,21,vernacular/transfer,mode_vernacular_transfer,11,52.4,37.1,15.3
language_first,DUTCH,21,institutional/authority,mode_institutional_authority,20,95.2,76.6,18.7
language_first,DUTCH,21,composite/apparatus,mode_composite_apparatus,16,76.2,68.5,7.7
language_first,DUTCH,21,practical/public,mode_practical_public,10,47.6,28.3,19.3
language_first,DUTCH,21,corrected/updated,mode_corrected_updated,12,57.1,50.3,6.8
language_first,DUTCH,21,humanist/ancient,mode_humanist_ancient,19,90.5,85.0,5.5
language_first,ENGLISH,20,sparse/canonical,mode_sparse_canonical,2,10.0,15.4,-5.4
language_first,ENGLISH,20,pedagogical/method,mode_pedagogical_method,18,90.0,70.3,19.7
language_first,ENGLISH,20,vernacular/transfer,mode_vernacular_transfer,10,50.0,37.1,12.9
language_first,ENGLISH,20,institutional/authority,mode_institutional_authority,18,90.0,76.6,13.4
language_first,ENGLISH,20,composite/apparatus,mode_composite_apparatus,14,70.0,68.5,1.5
language_first,ENGLISH,20,practical/public,mode_practical_public,14,70.0,28.3,41.7
language_first,ENGLISH,20,corrected/updated,mode_corrected_updated,11,55.0,50.3,4.7
language_first,ENGLISH,20,humanist/ancient,mode_humanist_ancient,17,85.0,85.0,0.0
language_first,FRENCH,53,sparse/canonical,mode_sparse_canonical,3,5.7,15.4,-9.7
language_first,FRENCH,53,pedagogical/method,mode_pedagogical_method,40,75.5,70.3,5.2
language_first,FRENCH,53,vernacular/transfer,mode_vernacular_transfer,20,37.7,37.1,0.7
language_first,FRENCH,53,institutional/authority,mode_institutional_authority,47,88.7,76.6,12.1
language_first,FRENCH,53,composite/apparatus,mode_composite_apparatus,39,73.6,68.5,5.1
language_first,FRENCH,53,practical/public,mode_practical_public,22,41.5,28.3,13.2
language_first,FRENCH,53,corrected/updated,mode_corrected_updated,29,54.7,50.3,4.4
language_first,FRENCH,53,humanist/ancient,mode_humanist_ancient,42,79.2,85.0,-5.7
language_first,GERMAN,13,sparse/canonical,mode_sparse_canonical,2,15.4,15.4,0.0
language_first,GERMAN,13,pedagogical/method,mode_pedagogical_method,8,61.5,70.3,-8.7
language_first,GERMAN,13,vernacular/transfer,mode_vernacular_transfer,11,84.6,37.1,47.6
language_first,GERMAN,13,institutional/authority,mode_institutional_authority,10,76.9,76.6,0.3
language_first,GERMAN,13,composite/apparatus,mode_composite_apparatus,10,76.9,68.5,8.4
language_first,GERMAN,13,practical/public,mode_practical_public,5,38.5,28.3,10.1
language_first,GERMAN,13,corrected/updated,mode_corrected_updated,4,30.8,50.3,-19.6
language_first,GERMAN,13,humanist/ancient,mode_humanist_ancient,11,84.6,85.0,-0.3
language_first,GREEK,16,sparse/canonical,mode_sparse_canonical,5,31.2,15.4,15.9
language_first,GREEK,16,pedagogical/method,mode_pedagogical_method,8,50.0,70.3,-20.3
language_first,GREEK,16,vernacular/transfer,mode_vernacular_transfer,8,50.0,37.1,12.9
language_first,GREEK,16,institutional/authority,mode_institutional_authority,8,50.0,76.6,-26.6
language_first,GREEK,16,composite/apparatus,mode_composite_apparatus,11,68.8,68.5,0.2
language_first,GREEK,16,practical/public,mode_practical_public,0,0.0,28.3,-28.3
language_first,GREEK,16,corrected/updated,mode_corrected_updated,8,50.0,50.3,-0.3
language_first,GREEK,16,humanist/ancient,mode_humanist_ancient,16,100.0,85.0,15.0
language_first,ITALIAN,12,sparse/canonical,mode_sparse_canonical,7,58.3,15.4,42.9
language_first,ITALIAN,12,pedagogical/method,mode_pedagogical_method,5,41.7,70.3,-28.6
language_first,ITALIAN,12,vernacular/transfer,mode_vernacular_transfer,7,58.3,37.1,21.3
language_first,ITALIAN,12,institutional/authority,mode_institutional_authority,8,66.7,76.6,-9.9
language_first,ITALIAN,12,composite/apparatus,mode_composite_apparatus,4,33.3,68.5,-35.2
language_first,ITALIAN,12,practical/public,mode_practical_public,3,25.0,28.3,-3.3
language_first,ITALIAN,12,corrected/updated,mode_corrected_updated,5,41.7,50.3,-8.7
language_first,ITALIAN,12,humanist/ancient,mode_humanist_ancient,12,100.0,85.0,15.0
language_first,LATIN,139,sparse/canonical,mode_sparse_canonical,19,13.7,15.4,-1.7
language_first,LATIN,139,pedagogical/method,mode_pedagogical_method,99,71.2,70.3,0.9
language_first,LATIN,139,vernacular/transfer,mode_vernacular_transfer,34,24.5,37.1,-12.6
language_first,LATIN,139,institutional/authority,mode_institutional_authority,100,71.9,76.6,-4.6
language_first,LATIN,139,composite/apparatus,mode_composite_apparatus,96,69.1,68.5,0.5
language_first,LATIN,139,practical/public,mode_practical_public,24,17.3,28.3,-11.1
language_first,LATIN,139,corrected/updated,mode_corrected_updated,72,51.8,50.3,1.4
language_first,LATIN,139,humanist/ancient,mode_humanist_ancient,116,83.5,85.0,-1.5
language_first,PORTUGUESE,1,sparse/canonical,mode_sparse_canonical,0,0.0,15.4,-15.4
language_first,PORTUGUESE,1,pedagogical/method,mode_pedagogical_method,1,100.0,70.3,29.7
language_first,PORTUGUESE,1,vernacular/transfer,mode_vernacular_transfer,0,0.0,37.1,-37.1
language_first,PORTUGUESE,1,institutional/authority,mode_institutional_authority,1,100.0,76.6,23.4
language_first,PORTUGUESE,1,composite/apparatus,mode_composite_apparatus,1,100.0,68.5,31.5
language_first,PORTUGUESE,1,practical/public,mode_practical_public,0,0.0,28.3,-28.3
language_first,PORTUGUESE,1,corrected/updated,mode_corrected_updated,1,100.0,50.3,49.7
language_first,PORTUGUESE,1,humanist/ancient,mode_humanist_ancient,1,100.0,85.0,15.0
language_first,SPANISH,6,sparse/canonical,mode_sparse_canonical,1,16.7,15.4,1.3
language_first,SPANISH,6,pedagogical/method,mode_pedagogical_method,4,66.7,70.3,-3.6
language_first,SPANISH,6,vernacular/transfer,mode_vernacular_transfer,3,50.0,37.1,12.9
language_first,SPANISH,6,institutional/authority,mode_institutional_authority,6,100.0,76.6,23.4
language_first,SPANISH,6,composite/apparatus,mode_composite_apparatus,5,83.3,68.5,14.8
language_first,SPANISH,6,practical/public,mode_practical_public,3,50.0,28.3,21.7
language_first,SPANISH,6,corrected/updated,mode_corrected_updated,1,16.7,50.3,-33.7
language_first,SPANISH,6,humanist/ancient,mode_humanist_ancient,6,100.0,85.0,15.0
language_first,SWEDISH,2,sparse/canonical,mode_sparse_canonical,2,100.0,15.4,84.6
language_first,SWEDISH,2,pedagogical/method,mode_pedagogical_method,1,50.0,70.3,-20.3
language_first,SWEDISH,2,vernacular/transfer,mode_vernacular_transfer,1,50.0,37.1,12.9
language_first,SWEDISH,2,institutional/authority,mode_institutional_authority,1,50.0,76.6,-26.6
language_first,SWEDISH,2,composite/apparatus,mode_composite_apparatus,0,0.0,68.5,-68.5
language_first,SWEDISH,2,practical/public,mode_practical_public,0,0.0,28.3,-28.3
language_first,SWEDISH,2,corrected/updated,mode_corrected_updated,0,0.0,50.3,-50.3
language_first,SWEDISH,2,humanist/ancient,mode_humanist_ancient,2,100.0,85.0,15.0
period,1550-1599,55,sparse/canonical,mode_sparse_canonical,10,18.2,15.4,2.8
period,1550-1599,55,pedagogical/method,mode_pedagogical_method,35,63.6,70.3,-6.6
period,1550-1599,55,vernacular/transfer,mode_vernacular_transfer,35,63.6,37.1,26.6
period,1550-1599,55,institutional/authority,mode_institutional_authority,39,70.9,76.6,-5.7
period,1550-1599,55,composite/apparatus,mode_composite_apparatus,45,81.8,68.5,13.3
period,1550-1599,55,practical/public,mode_practical_public,11,20.0,28.3,-8.3
period,1550-1599,55,corrected/updated,mode_corrected_updated,26,47.3,50.3,-3.1
period,1550-1599,55,humanist/ancient,mode_humanist_ancient,48,87.3,85.0,2.3
period,1600-1649,75,sparse/canonical,mode_sparse_canonical,5,6.7,15.4,-8.7
period,1600-1649,75,pedagogical/method,mode_pedagogical_method,60,80.0,70.3,9.7
period,1600-1649,75,vernacular/transfer,mode_vernacular_transfer,29,38.7,37.1,1.6
period,1600-1649,75,institutional/authority,mode_institutional_authority,60,80.0,76.6,3.4
period,1600-1649,75,composite/apparatus,mode_composite_apparatus,53,70.7,68.5,2.1
period,1600-1649,75,practical/public,mode_practical_public,22,29.3,28.3,1.0
period,1600-1649,75,corrected/updated,mode_corrected_updated,39,52.0,50.3,1.7
period,1600-1649,75,humanist/ancient,mode_humanist_ancient,64,85.3,85.0,0.4
period,1650-1699,83,sparse/canonical,mode_sparse_canonical,12,14.5,15.4,-0.9
period,1650-1699,83,pedagogical/method,mode_pedagogical_method,61,73.5,70.3,3.2
period,1650-1699,83,vernacular/transfer,mode_vernacular_transfer,21,25.3,37.1,-11.8
