title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key,subject,final_value,classification_source,source_revision,source_id
Ansbach_1610,Ansbach_1610,False,,Surveying,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iz4lbn
Ansbach_1610,Ansbach_1610,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iz4lbn
Antwerp_1645,Antwerp_1645,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_cpoyxj
Antwerp_1654,Antwerp_1654,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ppcm84
Antwerp_1672,Antwerp_1672,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_2v75wc
Arnhem_1603,Arnhem_1603,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_69jwn8
Arnhem_1605,Arnhem_1605,False,,Arithmetic,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_r6dlpb
Arnhem_1605,Arnhem_1605,False,,Theoretical Mathematics,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_r6dlpb
Arnhem_1605a,Arnhem_1605a,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1xx5kf
Augsburg_1555,Augsburg_1555,False,,Arithmetic,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_bd4zfi
Augsburg_1555,Augsburg_1555,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_bd4zfi
Bamberg_1677,Bamberg_1677,False,,Mechanics,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_2uo8vk
Bamberg_1677,Bamberg_1677,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_2uo8vk
Basel_1533,Basel_1533,False,,Theoretical Mathematics,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_00nimw
Basel_1537,Basel_1537,False,GY8NU4,Astronomy,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_q3yxnn
Basel_1537,Basel_1537,False,GY8NU4,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_q3yxnn
Basel_1546,Basel_1537,True,GY8NU4,Astronomy,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_q3yxnn
Basel_1546,Basel_1537,True,GY8NU4,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_q3yxnn
Basel_1550,Basel_1550,False,,Arithmetic,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_728p4d
Basel_1550,Basel_1550,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_728p4d
Basel_1558,Basel_1537,True,GY8NU4,Astronomy,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_q3yxnn
Basel_1558,Basel_1537,True,GY8NU4,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_q3yxnn
Basel_1562,Basel_1562,False,,Arithmetic,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_erbk83
Basel_1562,Basel_1562,False,,Practical Geometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_erbk83
Basel_1562,Basel_1562,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_erbk83
Bologna_1684,Bologna_1684,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_zyg1lm
Brussels_1688,Brussels_1688,False,,Practical Geometry,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ht0fp6
Brussels_1688,Brussels_1688,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ht0fp6
Brussels_1689,Brussels_1689,False,,Mechanics,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_27fiu5
Brussels_1689,Brussels_1689,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_27fiu5
Cambridge_1655,Cambridge_1655,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_0nudav
Cambridge_1665,Cambridge_1665,False,,Astronomy,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_n6qvjm
Cambridge_1665,Cambridge_1665,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_n6qvjm
Cambridge_1665,Cambridge_1665,False,,Trigonometry,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_n6qvjm
Cologne_1564,Paris_1557,True,7BDH40,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_uo9kw3
Cologne_1591,Cologne_1591,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_qzg5iu
Cologne_1602,Cologne_1602,False,RRMFS9,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_hfuqev
Cologne_1607,Cologne_1607,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_kt5k2j
Cologne_1612,Cologne_1612,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_thsp25
Cologne_1627,Cologne_1627,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_tmnke6
Florence_1690,Florence_1690,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_56vmph
Frankfurt_1607,Frankfurt_1607,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_zrtpjk
Frankfurt_1654,Frankfurt_1654,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ifpimd
Frankfurt_1674,Frankfurt_1674,False,,Mechanics,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ppd8ss
Graz_1636,Graz_1636,False,,Trigonometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_59vho9
Hamburg_1633,Hamburg_1633,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_228lsd
Hamburg_1638,Hamburg_1638,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_jcmath
Kiel_Hamburg_and_Leipzig_1697,Kiel_Hamburg_and_Leipzig_1697,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iwheol
Leiden_1606,Leiden_1606,False,,Practical Geometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_jahej2
Leiden_1606,Leiden_1606,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_jahej2
Leiden_1607,Leiden_1607,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_2vjcwa
Leiden_1617,Leiden_1617,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5f8w7t
Leiden_and_Amsterdam_1673,Leiden_and_Amsterdam_1673,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_26c2jr
Leipzig_1577,Leipzig_1577,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_h1vi35
London_1570,London_1570,False,,Mechanics,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_c8s15k
London_1651,London_1651,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_i9k413
London_1654,London_1654,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_k541r2
London_1659,London_1659,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_kf1kbr
London_1660,London_1660,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_f2pirf
London_1661,London_1661,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iniwp0
London_1680–81,London_1680–81,False,,Arithmetic,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Astronomy,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Cartography,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Cosmography,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Geography,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Navigation,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1680–81,London_1680–81,False,,Trigonometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gqakfm
London_1685a,London_1685a,False,,Practical Geometry,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_7vfeon
London_1686,London_1686,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_y7vx7m
London_1696,London_1696,False,,Practical Geometry,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_rmbma4
London_1696,London_1696,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_rmbma4
Lyon_1645,Lyon_1645,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ljxnbe
Lyon_1646,Lyon_1646,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6df1dc
Lyon_1660,Lyon_1660,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6nj2qn
Lyon_1672,Lyon_1672,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gbt9n0
Lyon_1674,Lyon_1674,False,,Architecture,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1674,Lyon_1674,False,,Arithmetic,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1674,Lyon_1674,False,,Construction,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1674,Lyon_1674,False,,Geography,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1674,Lyon_1674,False,,Mechanics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1674,Lyon_1674,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1674,Lyon_1674,False,,Trigonometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6gpy5t
Lyon_1690,Lyon_1690,False,,Arithmetic,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_n8ygym
Lyon_1690,Lyon_1690,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_n8ygym
Lyon_1690,Lyon_1690,False,,Trigonometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_n8ygym
Lübeck_and_Frankfurt_1699,Lübeck_and_Frankfurt_1699,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_dn8n9h
Lübeck_and_Frankfurt_1699,Lübeck_and_Frankfurt_1699,False,,Surveying,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_dn8n9h
Madrid_1665,Madrid_1665,False,,Architecture,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5hr63i
Madrid_1665,Madrid_1665,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5hr63i
Madrid_1665,Madrid_1665,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5hr63i
Milan_1671,Milan_1671,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_37wt5k
Osnabrück_1676,Osnabrück_1676,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_mp9589
Oxford_1703,Oxford_1703,False,,Astronomy,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1yw50a
Oxford_1703,Oxford_1703,False,,Mechanics,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1yw50a
Oxford_1703,Oxford_1703,False,,Music Theory,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1yw50a
Oxford_1703,Oxford_1703,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1yw50a
Padua_1694,Padua_1694,False,,Trigonometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_pcfoz1
Paris_1516,Paris_1516,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_8jldcp
Paris_1544,Paris_1544,False,NWKWR7,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_4zacnf
Paris_1549,Paris_1549,False,RJJ2ER,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_wmg5fh
Paris_1551,Paris_1544,True,NWKWR7,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_4zacnf
Paris_1551a,Paris_1551a,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_0vld92
Paris_1552,Paris_1552,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_vn9ols
Paris_1557,Paris_1557,False,7BDH40,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_uo9kw3
Paris_1558,Paris_1558,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_fa5bmn
Paris_1558a,Paris_1549,True,RJJ2ER,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_wmg5fh
Paris_1565,Paris_1565,False,NMR5AW,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_89xk7t
Paris_1566,Paris_1566,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_owreuj
Paris_1566a,Paris_1566a,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_3fapxl
Paris_1578,Paris_1578,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_hibqgd
Paris_1602,Cologne_1602,True,RRMFS9,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_hfuqev
Paris_1605,Paris_1605,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_9itarp
Paris_1609,Paris_1609,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ykunh8
Paris_1610,Paris_1610,False,8FLVS0,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_kaffcn
Paris_1612,Paris_1612,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_i6mqsk
Paris_1613,Paris_1610,True,8FLVS0,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_kaffcn
Paris_1615,Paris_1615,False,R1Q2YT,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_nmhgms
Paris_1621,Paris_1615,True,R1Q2YT,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_nmhgms
Paris_1623,Paris_1623,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_gdjqc0
Paris_1624,Paris_1624,False,,Military Engineering,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_qeip9y
Paris_1624,Paris_1624,False,,Theoretical Mathematics,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_qeip9y
Paris_1626a,Paris_1626a,False,,Astronomy,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_g0bpbe
Paris_1626a,Paris_1626a,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_g0bpbe
Paris_1631,Paris_1615,True,R1Q2YT,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_nmhgms
Paris_1632,Paris_1632,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_k5vvt2
Paris_1634,Paris_1634,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_x06jpu
Paris_1640,Paris_1640,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_z5m1d3
Paris_1644,Paris_1644,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_kd8zei
Paris_1644b,Paris_1644b,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_zi0dna
Paris_1644c,Paris_1644c,False,,Astronomy,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6mfy1k
Paris_1644c,Paris_1644c,False,,Practical Geometry,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6mfy1k
Paris_1644c,Paris_1644c,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_6mfy1k
Paris_1652,Paris_1652,False,,Military Engineering,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_3nbnjp
Paris_1652,Paris_1652,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_3nbnjp
Paris_1675,Paris_1675,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_60q8wu
Paris_1677a,Paris_1677a,False,,Theoretical Mathematics,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_tohlvd
Paris_1685,Paris_1685,False,,Practical Geometry,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_icy5o7
Paris_1693,Paris_1693,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_qy60jr
Pesaro_1572,Pesaro_1572,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_njmlts
Pesaro_1619,Pesaro_1619,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_ech01s
Pesaro_1619a,Urbino_1575,True,O56JUE,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_de8eo9
Pisa_1658,Rome_1679,True,2LJ5VI,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_x2dxtc
Rome_1545,Rome_1545,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_3a0393
Rome_1545a,Rome_1545a,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_20g55d
Rome_1574,Rome_1589,True,Y63G5P,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1ysmbe
Rome_1589,Rome_1589,False,Y63G5P,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1ysmbe
Rome_1603,Rome_1603,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_rreph0
Rome_1629,Rome_1629,False,,Theoretical Mathematics,unknown,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_v6d43v
Rome_1680,Rome_1680,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_u1t5nm
Rotterdam_1632,Rotterdam_1632,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_38nry8
Rotterdam_1647,Rotterdam_1647,False,PEFQCG,Practical Geometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_o7zp9y
Rotterdam_1661,Rotterdam_1661,False,,Practical Geometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_rfhml4
Rotterdam_1661,Rotterdam_1661,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_rfhml4
Rotterdam_1681,Rotterdam_1681,False,,Practical Geometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_em3xdx
Rouen_1676,Rouen_1676,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_wea98l
Rouen_and_Paris_1677,Rouen_and_Paris_1677,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_71qane
