letter_number,letter_name,page_number,volume
934.,"Const. Huygens, de La Haye, à Ant. Boësset, à Paris, 5 novembre 1640",208,vol_10
935.,"Th. Hobbes, de Londres, à Mersenne, à Paris, 5 novembre 1640",210,vol_10
936.,"J. de Beaugrand, de Paris, à B. Cavalieri, à Bologne, 8 novembre 1640",213,vol_10
937.,"Mersenne, de Paris, à Rivet, à La Haye, 10 novembre 1640",216,vol_10
938.,"Descartes, de Leyde, à Mersenne, à Paris, 11 novembre 1640",223,vol_10
939.,"Descartes, de Leyde, à Mersenne, à Paris, (11 novembre 1640)",232,vol_10
940.,"Descartes, de Leyde, à Huygens, à La Haye, 14 novembre 1640",235,vol_10
941.,"Mersenne, de Paris, à Const. Huygens, à La Haye, 15 novembre 1640",236,vol_10
942.,"A. Boësset, de Paris, à C. Huygens, à La Haye,",250,vol_10
943.,"Descartes, de Leyde, à Mersenne, à Paris, 18 novembre 1640",254,vol_10
944.,"J. de Goliÿ, de Paris, à (Mersenne), à Paris, 15 ou 21 novembre 1640",258,vol_10
945.,"Mersenne, de Paris, à Comenius, à Leszno, 22 novembre 1640",263,vol_10
946.,"Villiers, de Sens, à Mersenne, à Paris, 24 (novembre 1640)",275,vol_10
947.,"A. Rivet, de La Haye, à Mersenne, à Paris, 25 novembre 1640",284,vol_10
948.,"Mersenne, de Paris, à Rivet, à La Haye, 25 novembre 1640",293,vol_10
949.,"Descartes, de Leyde, à Mersenne, à Paris, 3 décembre 1640",297,vol_10
950.,"J. Hübner, de Londres, à Comenius, à Leszno, 27 novembre/7 décembre 1640",304,vol_10
951.,"Villiers, de Sens, à Mersenne, à Paris, 9-10 décembre 1640",307,vol_10
952.,"Descartes, de Leyde, à Mersenne, à Paris, (10 ou 17 déc. 1640)",323,vol_10
953.,"Mersenne, de Paris, à Rivet, à La Haye, 14 décembre 1640",333,vol_10
954.,"Descartes, de Leyde, à Mersenne, à Paris, (24 décembre 1640)",341,vol_10
955.,"Fermat, de Toulouse, à Mersenne, à Paris, 25 décembre 1640",348,vol_10
956.,"Descartes, à Leyde, à Mersenne, à Paris, (31 décembre 1640)",356,vol_10
957.,"Deschamps, de Bergerac, à Mersenne, à Paris, Décembre 1640",364,vol_10
958.,"Villiers, de Sens, à Mersenne, à Paris, 3 janvier (1641)",376,vol_10
958 bis.,"Torricelli, de (Fabriano), à Maggiotti, à Rome, 5 janvier 1641",393,vol_10
959.,"Borrilly, d’Aix, au P. Niceron, alors à Paris, 8 janvier 1641",395,vol_10
960.,"J.-A. Ban, de Harlem, à C. Huygens, à La Haye, 12 janvier 1641",398,vol_10
961.,"J.-A. Ban, de Harlem, à Mersenne, à Paris, 13 janvier 1641",400,vol_10
962.,"J.-A. Ban, de Harlem, à Const. Huygens, à La Haye, 13 janvier 1641",405,vol_10
963.,"C. Huygens, de La Haye, à Descartes, à Leyde, 15 janvier 1641",406,vol_10
964.,"Descartes, de Leyde, à Huygens, à La Haye, 16 janvier 1641",408,vol_10
965.,"Huygens, de La Haye, à J.-A. Ban, à Harlem, 16 janvier 1641",411,vol_10
966.,"J.-A. Ban, de Harlem, à C. Huygens, à La Haye, 18 janvier 1641",414,vol_10
967.,"Huygens, de La Haye, à Ant. Boësset, à Paris, 19 janvier 1641",416,vol_10
968.,"Huygens, de La Haye, à Ban, à Harlem, 20 janvier 1641",418,vol_10
969.,"Descartes, de Leyde, à Mersenne, à Paris, (21 janvier 1641)",420,vol_10
970.,"Descartes, à Mersenne, pour Hobbes, à Paris (21 janvier 1641)",426,vol_10
971.,"Descartes, de Leyde, à Mersenne, à Paris, (28 janvier 1641)",434,vol_10
972.,"Deschamps, de Bergerac, à Mersenne, à Paris, 31 janvier 1641",447,vol_10
973.,"J.-A. Ban, de Harlem, à Const. Huygens, à La Haye, 31 janvier 1641",450,vol_10
974.,"Villiers, de Sens, à Mersenne, à Paris, 1er février 1641",452,vol_10
975.,"Villiers, de Sens, à Mersenne, à Paris, 3 février 1641",469,vol_10
976.,"Hobbes, de Paris, à Mersenne, pour Descartes en Hollande, 7 février 1641",487,vol_10
977.,"Hobbes, de Paris, à Ch. Cavendish, à Wellingor, 8 février 1641",501,vol_10
978.,"Cavalieri, de Bologne, à Galilée, à Arcetri, 12 février 1641",507,vol_10
979.,"Rivet, de La Haye, à Huygens, même ville, 15 février 1641",508,vol_10
980.,"G. Naudé, de Rome, à Doni, à Florence, 16 février 1641",509,vol_10
981.,"Descartes, de Leyde, à Mersenne, pour Hobbes, à Paris, (18 février 1641)",511,vol_10
982.,"Const. Huygens, de La Haye, à J.-A. Ban, à Harlem, 23 février 1641",517,vol_10
983.,"J.-A. Ban, de Harlem, à C. Huygens, à La Haye, 24 février 1641",518,vol_10
984.,"Mersenne, de Paris, à Cavalieri, à Bologne, 1er mars 1641",519,vol_10
985.,"J.-A. Ban, de Harlem, à Const. Huygens, à La Haye, 3 mars 1641",521,vol_10
986.,"Descartes, de Leyde, à Mersenne, à Paris, 4 mars 1641",522,vol_10
987.,"C. Huygens, de La Haye, à J.-A. Ban, à Harlem, 11 mars 1641",537,vol_10
988.,"P. Gassend, de Paris, à L.-Em. de Valois, à Aix, 15 mars 1641",538,vol_10
989.,"Saumaise, de Paris, à A. Rivet, à La Haye, 15 mars 1641",539,vol_10
990.,"G. Naudé, de Rome, à Doni, à Florence, 16 mars 1641",540,vol_10
991.,"Descartes, de Leyde, à Mersenne, à Paris, 18 mars 1641",541,vol_10
992.,"Villiers, de Sens, à Mersenne, à Paris, 23 mars 1641",549,vol_10
993.,"Fermat, de Toulouse, à Mersenne, à Paris, 26 mars 1641",565,vol_10
994.,"Hobbes, de Paris, à Mersenne, pour Descartes, en Hollande, 30 mars 1641",568,vol_10
995.,"Descartes, d’Endegeest, à Mersenne, à Paris, 31 mars 1641",578,vol_10
996.,"G. Naudé, de Rome, à J.-B. Doni, à Florence, 13 avril 1641",581,vol_10
997.,"Descartes, d’Endegeest, à Mersenne, à Paris, 21 avril 1641",582,vol_10
998.,"Descartes, à Mersenne, pour Hobbes, à Paris, 21 avril 1641",588,vol_10
999.,"Villiers, de Sens, à Mersenne, à Paris, 28 avril 1641",592,vol_10
1000.,"Mersenne, de Paris, à John Pell, à Londres, 1er mai 1641",610,vol_10
1001.,"Deschamps, de Bergerac, à Mersenne, à Paris, 2 mai 1641",612,vol_10
1002.,"P. Gassend, de Paris, à L.-Em. de Valois, à Aix, 3 mai 1641",629,vol_10
1003.,"G. Wendelin, de Herck, à Const. Huygens, à La Haye, 7 mai 1641",630,vol_10
1004.,"Const. Huygens, de La Haye, à A. Rivet, à Londres, 9 mai 1641",632,vol_10
1005.,"J. Pujos, de Lyon, à Mersenne, à Paris, 9 mai 1641",633,vol_10
1006.,"P. Gassend, de Paris, à Descartes, à Endegeest, 16 mai 1641",640,vol_10
1007.,"P. Gassend, de Paris, à L. de Valois, à Aix, 17 mai 1641",642,vol_10
1008.,"X. ?..., de Paris, pour Descartes, à Endegeest, 19 mai 1641",643,vol_10
1009.,"Villiers, de Sens, à Mersenne, à Paris, 1er juin 1641",646,vol_10
1010.,"Fermat, de la campagne, à Mersenne, à Paris, 15 juin (avec appen- dice pour Frenicle)",653,vol_10
1011.,"Descartes, d’Endegeest, à Mersenne, à Paris, (16 juin 1641) (avec appendice)",662,vol_10
1012.,"Descartes, d’Endegeest, à Mersenne, à Paris, 23 juin 1641",672,vol_10
1013.,"Descartes, d’Endegeest, à Mersenne, à Paris, (juillet 1641)",679,vol_10
1014.,"Const. Huygens, d’Offelen, à Descartes, à Endegeest, 17 juillet 1641",685,vol_10
1015.,"Gassend, de Paris, à L. de Valois, à Toulon, 19 juillet 1641",687,vol_10
1016.,"Descartes, d’Endegeest, à Mersenne, à Paris, (22 juillet 1641)",689,vol_10
1017.,"Descartes, d’(Endegeest), à (J. de Launoy, à Paris), 22 juillet 1641",693,vol_10
1018.,"Descartes, d’Endegeest, à Huygens, à La Haye, 29 juillet 1641",696,vol_10
1019.,"J. Pujos, de (Lyon), à Mersenne, à Paris, (juillet-août 1641)",698,vol_10
1020.,"B. Cavalieri, de Bologne, à Rocca, à Modène, 3 août 1641",707,vol_10
1021.,"Ch. Cavendish, de Wellingor, à John Pell, à Londres, 24 juillet/(3 août 1641",709,vol_10
1022.,"C. Huygens, de Gennep, à Ban, à Harlem, 13 août 1641",710,vol_10
1023.,"B. Cavalieri, de Bologne, à Galilée, à Arcetri, 20 août 1641",711,vol_10
1024.,"Huygens, de La Haye, à Wendelin, à Herck, 24 août 1641",714,vol_10
1025.,"Villiers, de Sens, à Mersenne, à Paris, 24 août 1641",715,vol_10
1026.,"Mersenne, de Paris, à Rivet, à La Haye, 26 août 1641",718,vol_10
1027.,"Hübner et Haak, de Londres, à Mersenne, à Paris, 29 août 1641",725,vol_10
1028.,"Laz. Meyssonnier, de Paris, à J. van Beverwyk, à Dordrecht, 1er sep- tembre 1641",738,vol_10
1029.,"Le P. Parran, de Pontoise, à Mersenne, à Paris, 7 septembre 1641 (avec",740,vol_10
1030.,"Martin Ruar, de Danzig, à Mersenne, à Paris, 13 septembre 1641 (avec liste d’ouvrages en appendice)",749,vol_10
1031.,"Cavalieri, de Bologne, à Rocca, à Modène, 19 septembre 1641",751,vol_10
1032.,"Le P. Santini, de Gênes, à Galilée, à Arcetri, 21 septembre 1641",753,vol_10
1033.,"Mersenne, de Paris, à Rivet, à La Haye, 23 septembre 1641",759,vol_10
1034.,"Descartes, d’Endegeest, à Mersenne, à Paris (septembre 1641)",763,vol_10
1035.,"A. Rivet, de La Haye, à Huygens, à Berg-op-Zoom, 1er octobre 1641",765,vol_10
1037.,"Huygens, de Berg-op-Zoom, à Rivet, à La Haye, 8 octobre 1641",766,vol_10
1038.,"Wendelin, de Herck, à Huygens, à Dordrecht (?), (26 octobre 1641)",768,vol_10
1039.,"Cavalieri, de Bologne, à Torricelli, à Florence, 30 octobre 1641",769,vol_10
1040.,"Mersenne, de Paris, à Rivet, à La Haye, 1er novembre 1641",771,vol_10
1041.,"Cavalieri, de Bologne, à Rocca, à Reggio, 1er novembre 1641",777,vol_10
1042.,"Descartes, d’Endegeest, à Mersenne, à Paris, 17 novembre 1641",779,vol_10
1043.,"B. Cavalieri, de Bologne, à G. Rocca, à Reggio, 18 novembre 1641",787,vol_10
1044.,"B. Cavalieri, de Bologne, à Mersenne, à Paris, 23 novembre 1641",788,vol_10
1045.,"Mersenne, de Paris, à Rivet, à La Haye, 25 novembre 1641",796,vol_10
1046.,"B. Cavalieri, de Bologne, à G. Rocca, à Reggio, 27 novembre 1641",804,vol_10
1047.,"Mersenne, de Paris, à M. Ruar, à Dantzig, 1er décembre (1641)",806,vol_10
1048.,"Le P. François Niceron, de Rome, à Mersenne, à Paris, 8 décembre 1641",811,vol_10
1049.,"Bauterne, en Hollande, à Huygens, à La Haye, 11 décembre 1671",815,vol_10
1050.,"Huygens, de La Haye, à Mersenne, à Paris, 15 décembre 1641",816,vol_10
1051.,"Cavalieri, de Bologne, à Torricelli, à Florence, 17 décembre 1641",819,vol_10
1052.,"Cavalieri, de Bologne, à Rocca, à Reggio, 18 décembre 1641",821,vol_10
1053.,"Descartes, d’Endegeest, à Mersenne, à Paris, 22 décembre 1641",822,vol_10
1054.,"Descartes, d’Endegeest, à Mersenne, pour les PP. Jésuites, à Paris, (22 décembre 1641)",825,vol_10
1055.,"F. du Verdus, de Paris, à Mersenne, à Paris, (1641, 1642, ou 1643 ?)",832,vol_10
Appendice I.,— Comparaison (résumée) de la Composition de Ban avec celle de Boësset,836,vol_10
Appendice II.,— Observation sur l’aimant contrôlée et réfutée (par Pierre Petit ?),845,vol_10
1056.,"Mersenne à Rivet, 16 janvier [1642]",1,vol_11
1057.,"Cavendish à Pell, 18 janvier 1642",7,vol_11
1058.,"Descartes à Mersenne, 19 janvier 1642",9,vol_11
1059.,"Vegilin à Const. Huygens, 10/20 janvier 1642",17,vol_11
1060.,"Rivet à Cl. Sarrau, 20 janvier 1642",19,vol_11
1061.,"Descartes à Constantin Huygens, 22 janvier 1642",21,vol_11
1062.,"Huygens à Descartes, 25 janvier 1642",23,vol_11
1063.,"Ruarus à Ganovius, 28 janvier 1642",26,vol_11
1064.,"Descartes à Huygens, 31 janvier 1642",28,vol_11
1065.,"J. F. Nicéron à Mersenne, 2 février 1642",30,vol_11
1066.,"Komensky à Hutton, 6 février 1642",35,vol_11
1067.,"Mersenne à Rivet, 8 février 1642",37,vol_11
1068.,"Cavendish à Pell, 15 février 1642",42,vol_11
1069.,"Vegilin à Const. Huygens, 14/24 février 1642",44,vol_11
1070.,"Le P. J. Durelle à Mersenne, 26 février 1642",45,vol_11
1071.,"Fermat à Mersenne, (février ou mars 1642)",55,vol_11
1072.,"M. Ruar à Mersenne, 7 mars 1642",61,vol_11
1073.,"Mersenne à Rivet, 15 mars [1642]",70,vol_11
1074.,"Descartes à Mersenne, (mars 1642)",73,vol_11
1075.,"Deschamps à Mersenne, 26 mars 1642",80,vol_11
1076.,"Brun à Mersenne, [26 ou 27] mars",95,vol_11
1077.,"Ban à Huygens, 2 avril 1642",97,vol_11
1078.,"Huygens à Mersenne, 7 avril 1642",99,vol_11
1079.,"Heereboord à Colvius, 8 avril 1642",104,vol_11
1080.,"Sarrau à Rivet, 11 avril 1642",105,vol_11
1081.,"Mersenne à Martin Ruar, 13 avril 1642",107,vol_11
1082.,"Vegilin à Mersenne, 4/14 avril 1642",114,vol_11
1083.,"Mersenne à Rivet, 17 avril [1642]",116,vol_11
1084.,"Deschamps à Mersenne, 18 avril 1642",120,vol_11
1085.,"G. Naudé à J. B. Doni, 18 avril 1642",123,vol_11
1086.,"Rivet à Sarrau, (21 avril 1642)",125,vol_11
1087.,"Descartes à C. Huygens, [26 avril 1642]",128,vol_11
1088.,"Descartes à Huygens, 26 avril 1642",130,vol_11
1089.,"Huygens à Descartes, 27 avril 1642",131,vol_11
1090.,"Huygens à Ban, 29 avril/3 mai 1642",133,vol_11
1091.,"A. M. van Schuurman à Rivet, 23 avril/3 mai 1642",135,vol_11
1092.,"Rivet à Sarrau, 5 mai 1642",136,vol_11
1093.,"Deschamps à Mersenne, 5 mai 1642",139,vol_11
1094.,"Grotius à Mersenne, 7 mai 1642",144,vol_11
1095.,"Mersenne à Rivet, 9 mai 1642",146,vol_11
1096.,"Rivet à Sarrau, 12 mai 1642",153,vol_11
1097.,"Mersenne à M. Ruar, 15 mai 1642",154,vol_11
1098.,"Mersenne à Cl. Sarrau, 17 mai [1642]",157,vol_11
1099.,"Huygens à Descartes, 26 mai 1642",158,vol_11
1100.,"Mersenne à Samuel Sorbière, 1er juin 1642",160,vol_11
1101.,"Mersenne à Rivet, 3 juin 1642",166,vol_11
1102.,"Sorbière à Gassend, 8 juin 1642",170,vol_11
1103.,"Villiers à Mersenne, 13 juin 1642",174,vol_11
1104.,"Deschamps à Mersenne, 14 juin 1642",180,vol_11
1105.,"G. Naudé à van Beverwyck, 21 juin 1642",185,vol_11
1106.,"Bomot (?) à Mersenne, 29 juin 1642",187,vol_11
1107.,"Mersenne à M. Ruar, (juin ou juillet 1642)",194,vol_11
1108.,"Deshommeaux à Mersenne, 7 juillet 1642",198,vol_11
1109.,"Deschamps à Mersenne, 8 juillet 1642",202,vol_11
1110.,"Gilles de Sᵗe Vitu à Mersenne, 12 juillet 1642",207,vol_11
1111.,"Villiers à Mersenne, 14 juillet 1642",210,vol_11
1112.,"Bomot (?) à Mersenne, (mi-juillet 1642)",218,vol_11
1113.,"Deschamps à Mersenne, 16 juillet 1642",222,vol_11
1114.,"Gassend à Louis de Valois, 25 juillet 1642",225,vol_11
1115.,"Rivet à Huygens, 1er août 1642",227,vol_11
1116.,"L. de Valois à Gassend, 4 août 1642",228,vol_11
1117.,"Deschamps à Mersenne, 14 août 1642",229,vol_11
1118.,"Mersenne à Rivet, (mi-août 1642)",233,vol_11
1119.,"Gassend à L. de Valois, 15 août 1642",238,vol_11
1120.,"Huygens à Ban, 19 août 1642",239,vol_11
1121.,"Sorbière à Mersenne, 25 août 1642",240,vol_11
1122.,"Pell à Hübner, 17/25 août 1642",244,vol_11
1123.,"Deschamps à Mersenne, (fin août 1642)",247,vol_11
1124.,"Descartes à Mersenne (pour Cavendish), (août-septembre 1642 ?)",253,vol_11
1125.,"Descartes au P. Bourdin, 7 septembre 1642",256,vol_11
1126.,"Deshommeaux à Mersenne, 10 septembre [1642]",259,vol_11
1127.,"Mersenne (et Gassend) à Sorbière, 13 septembre 1642",266,vol_11
1128.,"Villiers à Mersenne, 13 septembre 1642",272,vol_11
1129.,"Sorbière à Abraham Duprat, (mi-septembre ?) 1642",278,vol_11
1130.,"J. A. Ban à Const. Huygens, 16 septembre 1642",280,vol_11
1131.,"Gassend à Sorbière, 27 septembre 1642",282,vol_11
1132.,"Le P. J. Durelle à Mersenne, 5 octobre 1642",285,vol_11
1133.,"Const. Huygens à Descartes, 7 octobre 1642",288,vol_11
1134.,"Deschamps à Mersenne, 8 octobre 1642",290,vol_11
1135.,"Mersenne à Rivet, 12 octobre 1642",293,vol_11
1136.,"Descartes à Mersenne, (13 octobre 1642)",298,vol_11
1137.,"Descartes à Mersenne, 20 octobre 1642",303,vol_11
1138.,"Pell à S. Hartlib, 12/22 octobre 1642",307,vol_11
1139.,"Deschamps à Mersenne, 31 octobre 1642",315,vol_11
1140.,"Le P. de Billy à Mersenne, 10 novembre 1642",324,vol_11
1141.,"Fermat à Mersenne (avec appendice), 10 novembre 1642",333,vol_11
1142.,"J. A. Ban à C. Huygens, 11 novembre 1642",345,vol_11
1143.,"Sorbière à Mersenne, (mi-novembre) 1642",346,vol_11
1144.,"Descartes à Mersenne, 17 novembre 1642",348,vol_11
1145.,"Deshommeaux à Mersenne, 20 novembre 1642",353,vol_11
1146.,"Mersenne à Rivet, 22 novembre 1642",357,vol_11
1147.,"Descartes à Mersenne, 7 décembre 1642",363,vol_11
1148.,"Mersenne à G. Voet, 13 décembre 1642",372,vol_11
1149.,"M. Ruarus à Mersenne, 19 décembre 1642",378,vol_11
1150.,"Deschamps à Mersenne, 22 décembre 1642",383,vol_11
1151.,"Deschamps à Mersenne, 27 décembre 1642",391,vol_11
836bis.,"Mersenne à Th. Haak, 10 mars 1640",403,vol_11
839bis.,— 20 mars 1640,405,vol_11
917bis.,— 4 septembre 1640,411,vol_11
918bis.,— (mi-septembre 1640),415,vol_11
942bis.,— 16 novembre 1640,419,vol_11
944bis.,— s. d. : novembre 1640,425,vol_11
948bis.,— 20 novembre 1640,429,vol_11
952bis.,— 16 décembre 1640,434,vol_11
