edition_id,feature_id,feature_name,source_id,source_revision,source_name,value,properties
Alcala_1637,destination_language,Destination Language,exec_xtgpux,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,,
Alcala_1637,edition_details,Edition Statement,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,,
Alcala_1637,editor_description,Adapter Description,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,Mathematico de su Magestad,
Alcala_1637,editor_name,Adapter Attribution,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,LVIS CARDVCHI,
Alcala_1637,educational_authorities_references,Other Educational Authorities,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,,
Alcala_1637,elements_designation,Elements Designation,exec_xtgpux,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,ELEMENTOS GEOMETRICOS DE EVCLIDES,
Alcala_1637,enriched_with,Enriched With,exec_xtgpux,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,,
Alcala_1637,institutions,Institutions,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,,
Alcala_1637,origin_language,Explicit Language References,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,,
Alcala_1637,printing_privilege,Publishing Privileges,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Alcala_1637,references_to_euclid,Euclid References,exec_xtgpux,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,EVCLIDES,
Amsterdam_1616,date_in_imprint,Date in Imprint,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,1616,
Amsterdam_1616,location_in_imprint,Place in Imprint,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,AMSTERDAM,
Amsterdam_1616,publisher_in_imprint,Publisher in Imprint,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a712,llm,"Willem Iansz. op’t Water, in de vergulde Sonnewijser",
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,ghevoecht,
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,Overgeset,
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verclaert,
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,uytgeleyt,
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,oversien,
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verbetert,
Amsterdam_1616,action_verbs,Verbs,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,vermeerdert,
Amsterdam_1616,audience,Intended Audience,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a715,llm,"van alle leergierighe, liefhebbers der selver vryer Conste",
Amsterdam_1616,base_content,Base Content,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000001,llm,De ses eerste Boucken EVCLIDIS,
Amsterdam_1616,bound_with,Bound With - Description,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a718,llm,,
Amsterdam_1616,bound_with_minimal,Bound With - Minimal,exec_nvgf54,b58a2f9b-dc7d-459f-8953-4c3cf08aa114,llm,,
Amsterdam_1616,content_description,Base Content Description,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000007,llm,Van de beginselen ende fondamenten der Geometrie,
Amsterdam_1616,dedicatee_name,Dedication,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a717,llm,,
Amsterdam_1616,description_of_euclid,Euclid Description,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a721,llm,,
Amsterdam_1616,destination_language,Destination Language,exec_nvgf54,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,,
Amsterdam_1616,edition_details,Edition Statement,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,"Van nieus oversien, ende verbetert",
Amsterdam_1616,editor_description,Adapter Description,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,der stadt Leyden Landtmeter ende Wijnroeyer,
Amsterdam_1616,editor_name,Adapter Attribution,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,IAN PIETERSZOON DOV,
Amsterdam_1616,educational_authorities_references,Other Educational Authorities,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,,
Amsterdam_1616,elements_designation,Elements Designation,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,De ses eerste Boucken EVCLIDIS,
Amsterdam_1616,enriched_with,Enriched With,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,"eenighe nut-ticheden, uyt de selve Boecken ghetrocken",
Amsterdam_1616,enriched_with,Enriched With,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,Specien in Geometrische figueren,
Amsterdam_1616,enriched_with,Enriched With,exec_nvgf54,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,bygevouchde nutticheden mette spetien in Geometrische figueren,
Amsterdam_1616,institutions,Institutions,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,,
Amsterdam_1616,origin_language,Explicit Language References,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,,
Amsterdam_1616,printing_privilege,Publishing Privileges,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Amsterdam_1616,references_to_euclid,Euclid References,exec_nvgf54,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,EVCLIDIS,
Amsterdam_1618,date_in_imprint,Date in Imprint,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,1618,
Amsterdam_1618,location_in_imprint,Place in Imprint,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,Amsterdam,
Amsterdam_1618,publisher_in_imprint,Publisher in Imprint,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a712,llm,Wilhelm Janss,
Amsterdam_1618,action_verbs,Verbs,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,angefüget,
Amsterdam_1618,action_verbs,Verbs,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verteutscht,
Amsterdam_1618,audience,Intended Audience,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a715,llm,,
Amsterdam_1618,base_content,Base Content,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000001,llm,Die sechs ersten Bücher EVCLIDIS,
Amsterdam_1618,bound_with,Bound With - Description,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a718,llm,,
Amsterdam_1618,bound_with_minimal,Bound With - Minimal,exec_mq69f7,b58a2f9b-dc7d-459f-8953-4c3cf08aa114,llm,,
Amsterdam_1618,content_description,Base Content Description,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000007,llm,Von den anfängen vnd fundamenten der Geometriæ,
Amsterdam_1618,dedicatee_name,Dedication,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a717,llm,,
Amsterdam_1618,description_of_euclid,Euclid Description,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a721,llm,"Desz höchgelärten weit-berümbten, Griechischen Philosophi und Mathematici",
Amsterdam_1618,destination_language,Destination Language,exec_mq69f7,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,,
Amsterdam_1618,edition_details,Edition Statement,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,Niderlandischen andern Edition,
Amsterdam_1618,editor_description,Adapter Description,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,,
Amsterdam_1618,editor_name,Adapter Attribution,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,Sebastianum Curtium,
Amsterdam_1618,educational_authorities_references,Other Educational Authorities,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,H. Ioann Petersz Dou,
Amsterdam_1618,elements_designation,Elements Designation,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,Die sechs ersten Bücher EVCLIDIS,
Amsterdam_1618,enriched_with,Enriched With,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,"angefüget seind: sampt den Speciebus inn Geometrischen figurn, als machen, verändern, zusammenfügen, abziehen, vielfältigen vnnd theilen",
Amsterdam_1618,enriched_with,Enriched With,exec_mq69f7,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,Per Demonstra-tiones Lineales,
Amsterdam_1618,institutions,Institutions,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,Teütschen Schuln in Nurnberg,
Amsterdam_1618,origin_language,Explicit Language References,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,Niderlandischen,
Amsterdam_1618,origin_language,Explicit Language References,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,Griechischen,
Amsterdam_1618,printing_privilege,Publishing Privileges,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Amsterdam_1618,references_to_euclid,Euclid References,exec_mq69f7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,EVCLIDIS,
Amsterdam_1626,date_in_imprint,Date in Imprint,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,1626,
Amsterdam_1626,location_in_imprint,Place in Imprint,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,AMSTERDAM,
Amsterdam_1626,location_in_imprint,Place in Imprint,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,"op’t Water, in de vergulde Sonnewijser",
Amsterdam_1626,publisher_in_imprint,Publisher in Imprint,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a712,llm,Willem Iansz. Blaeuw,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,ghevoecht,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,Overgheset,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verclaert,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,uytgheleyt,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,over-sien,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verbetert,
Amsterdam_1626,action_verbs,Verbs,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,vermeerdert,
Amsterdam_1626,audience,Intended Audience,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a715,llm,alle leergierighe liefhebbers der selver vryer Conste,
Amsterdam_1626,base_content,Base Content,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000001,llm,De ses eerste Boecken EVCLIDIS,
Amsterdam_1626,bound_with,Bound With - Description,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a718,llm,,
Amsterdam_1626,bound_with_minimal,Bound With - Minimal,exec_8gqxt5,b58a2f9b-dc7d-459f-8953-4c3cf08aa114,llm,,
Amsterdam_1626,content_description,Base Content Description,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000007,llm,Van de beginselen ende fondamenten der Geometrie,
Amsterdam_1626,dedicatee_name,Dedication,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a717,llm,,
Amsterdam_1626,description_of_euclid,Euclid Description,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a721,llm,,
Amsterdam_1626,destination_language,Destination Language,exec_8gqxt5,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,,
Amsterdam_1626,edition_details,Edition Statement,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,"Van nieus over-sien, ende verbetert",
Amsterdam_1626,editor_description,Adapter Description,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,der stadt Leyden Landtmeter ende Wijnroeyer,
Amsterdam_1626,editor_name,Adapter Attribution,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,IAN PIETERSZOON DOV,
Amsterdam_1626,educational_authorities_references,Other Educational Authorities,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,,
Amsterdam_1626,elements_designation,Elements Designation,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,De ses eerste Boecken EVCLIDIS,
Amsterdam_1626,enriched_with,Enriched With,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,"Waer by ghevoecht zijn eenighe nut-ticheden, uyt de selve Boecken ghetrocken; Mitsgaders de Specien in Geometrische figueren, als ’tmaken, veranderen, t’samen-voeghen, af-trecken, vermenichvuldighen, ende deelen",
Amsterdam_1626,enriched_with,Enriched With,exec_8gqxt5,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,"Mitsgaders de byghevoechde nutticheden, mette specien in Geometrische figueren breeder verclaert ende vermeerdert deur den selven Autheur",
Amsterdam_1626,institutions,Institutions,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,,
Amsterdam_1626,origin_language,Explicit Language References,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,,
Amsterdam_1626,printing_privilege,Publishing Privileges,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Amsterdam_1626,references_to_euclid,Euclid References,exec_8gqxt5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,EVCLIDIS,
Amsterdam_1634,date_in_imprint,Date in Imprint,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,1634,
Amsterdam_1634,location_in_imprint,Place in Imprint,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,Amsterdam,
Amsterdam_1634,publisher_in_imprint,Publisher in Imprint,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a712,llm,Ioann Iansz,
Amsterdam_1634,action_verbs,Verbs,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,angefüget,
Amsterdam_1634,action_verbs,Verbs,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verteutscht,
Amsterdam_1634,audience,Intended Audience,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a715,llm,,
Amsterdam_1634,base_content,Base Content,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000001,llm,Die sechs ersten Bücher EVCLIDIS,
Amsterdam_1634,bound_with,Bound With - Description,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a718,llm,,
Amsterdam_1634,bound_with_minimal,Bound With - Minimal,exec_caljlz,b58a2f9b-dc7d-459f-8953-4c3cf08aa114,llm,,
Amsterdam_1634,content_description,Base Content Description,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000007,llm,Von den Anfängen vnd fundamenten der Geometriæ,
Amsterdam_1634,dedicatee_name,Dedication,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a717,llm,,
Amsterdam_1634,description_of_euclid,Euclid Description,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a721,llm,"Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici",
Amsterdam_1634,destination_language,Destination Language,exec_caljlz,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,,
Amsterdam_1634,edition_details,Edition Statement,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht,
Amsterdam_1634,editor_description,Adapter Description,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg,
Amsterdam_1634,editor_name,Adapter Attribution,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,Sebastianum Curtium,
Amsterdam_1634,educational_authorities_references,Other Educational Authorities,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,H. Ioann Petersz,
Amsterdam_1634,elements_designation,Elements Designation,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,Die sechs ersten Bücher EVCLIDIS,
Amsterdam_1634,enriched_with,Enriched With,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,Nutzbarkeiten angefüget,
Amsterdam_1634,enriched_with,Enriched With,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,Speciebus in Geometrischen Figuren,
Amsterdam_1634,enriched_with,Enriched With,exec_caljlz,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,Per Demonstra-tiones Lineales,
Amsterdam_1634,institutions,Institutions,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,der Teuschen Schuln in Nürnberg,
Amsterdam_1634,origin_language,Explicit Language References,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,Niderländischen,
Amsterdam_1634,printing_privilege,Publishing Privileges,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Amsterdam_1634,references_to_euclid,Euclid References,exec_caljlz,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,EVCLIDIS,
Amsterdam_1660,date_in_imprint,Date in Imprint,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,1660,
Amsterdam_1660,location_in_imprint,Place in Imprint,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,t’AMSTELDAM,
Amsterdam_1660,publisher_in_imprint,Publisher in Imprint,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a712,llm,"JOANNES van RAVESTEYN, Boekverkooper en
Ordinaris Drukker deser Stede",
Amsterdam_1660,action_verbs,Verbs,exec_oc5ra7,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,vertaald,
Amsterdam_1660,audience,Intended Audience,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a715,llm,,
Amsterdam_1660,base_content,Base Content,exec_oc5ra7,9e1d8f80-7c1a-4b7d-a001-000000000001,llm,EUKLIDES SES EERSTE BOEKKEN,
Amsterdam_1660,bound_with,Bound With - Description,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a718,llm,,
Amsterdam_1660,bound_with_minimal,Bound With - Minimal,exec_oc5ra7,b58a2f9b-dc7d-459f-8953-4c3cf08aa114,llm,,
Amsterdam_1660,content_description,Base Content Description,exec_oc5ra7,9e1d8f80-7c1a-4b7d-a001-000000000007,llm,Van de Beginselen der WISKONSTEN,
Amsterdam_1660,dedicatee_name,Dedication,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a717,llm,,
Amsterdam_1660,description_of_euclid,Euclid Description,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a721,llm,,
Amsterdam_1660,destination_language,Destination Language,exec_oc5ra7,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,Neerduyts,
Amsterdam_1660,edition_details,Edition Statement,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,,
Amsterdam_1660,editor_description,Adapter Description,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,van Haerlem,
Amsterdam_1660,editor_name,Adapter Attribution,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,JACOB WILLEMSZ. VERROOTEN,
Amsterdam_1660,educational_authorities_references,Other Educational Authorities,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,,
Amsterdam_1660,elements_designation,Elements Designation,exec_oc5ra7,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,EUKLIDES SES EERSTE BOEKKEN,
Amsterdam_1660,enriched_with,Enriched With,exec_oc5ra7,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,,
Amsterdam_1660,institutions,Institutions,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,,
Amsterdam_1660,origin_language,Explicit Language References,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,,
Amsterdam_1660,printing_privilege,Publishing Privileges,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Amsterdam_1660,references_to_euclid,Euclid References,exec_oc5ra7,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,EUKLIDES,
Amsterdam_1662,date_in_imprint,Date in Imprint,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,1662,
Amsterdam_1662,location_in_imprint,Place in Imprint,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a711,llm,t’AMSTERDAM,
Amsterdam_1662,publisher_in_imprint,Publisher in Imprint,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a712,llm,"Iacob van Leest, op ’t Water in de Blaeuwe Kroon",
Amsterdam_1662,action_verbs,Verbs,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,Overgeset,
Amsterdam_1662,action_verbs,Verbs,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,Vertaelt,
Amsterdam_1662,action_verbs,Verbs,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,vergroot,
Amsterdam_1662,action_verbs,Verbs,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000006,llm,verrijckt,
Amsterdam_1662,audience,Intended Audience,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a715,llm,,
Amsterdam_1662,base_content,Base Content,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000001,llm,De 15 Boecken der ELEMENTEN Van Euclidis,
Amsterdam_1662,bound_with,Bound With - Description,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a718,llm,het sesthiende Boeck van Christophoro Clavio,
Amsterdam_1662,bound_with_minimal,Bound With - Minimal,exec_upk1hk,b58a2f9b-dc7d-459f-8953-4c3cf08aa114,llm,sesthiende Boeck,
Amsterdam_1662,content_description,Base Content Description,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000007,llm,Met korte verk-laringen eeniger Propositien,
Amsterdam_1662,dedicatee_name,Dedication,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a717,llm,,
Amsterdam_1662,description_of_euclid,Euclid Description,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a721,llm,,
Amsterdam_1662,destination_language,Destination Language,exec_upk1hk,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,llm,,
Amsterdam_1662,edition_details,Edition Statement,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a720,llm,En nu vergroot deor J. V. L,
Amsterdam_1662,editor_description,Adapter Description,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a703,llm,in sijn leven Professer Matheseos der Hooge Schoole tot Leyden,
Amsterdam_1662,editor_name,Adapter Attribution,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a701,llm,FRANS VAN SCHOTEN,
Amsterdam_1662,educational_authorities_references,Other Educational Authorities,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a716,llm,Christophoro Clavio,
Amsterdam_1662,elements_designation,Elements Designation,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000002,llm,De 15 Boecken der ELEMENTEN Van Euclidis,
Amsterdam_1662,enriched_with,Enriched With,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,Met korte verk-laringen eeniger Propositien,
Amsterdam_1662,enriched_with,Enriched With,exec_upk1hk,9e1d8f80-7c1a-4b7d-a001-000000000008,llm,een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren,
Amsterdam_1662,institutions,Institutions,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a714,llm,Hooge Schoole tot Leyden,
Amsterdam_1662,origin_language,Explicit Language References,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a710,llm,Latijn,
Amsterdam_1662,printing_privilege,Publishing Privileges,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a723,llm,,
Amsterdam_1662,references_to_euclid,Euclid References,exec_upk1hk,8c74a0d1-b4d5-4b90-8b44-0a6771c2a713,llm,Euclidis,
Amsterdam_1683,date_in_imprint,Date in Imprint,exec_dadpz5,8c74a0d1-b4d5-4b90-8b44-0a6771c2a719,llm,M DC LXXXIII,
