edition_id,language,year,city,subject,final_value,final_source,final_reason,concerns,review_file,review_notes,review_error_type,Orig_Value,llm_Value_6,llm_Value_7,llm_Value_8
2I9HSY,FRENCH,1560,Paris,Architecture,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,,unrelated,unknown,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Arithmetic,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Astronomy,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Cartography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Commercial Mathematics,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Construction,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Cosmography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Geography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Gnomonics & Horology,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Instrument Construction,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Instrument Use,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Mechanics,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Military Engineering,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Music Theory,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Navigation,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Perspective,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary,primary
2I9HSY,FRENCH,1560,Paris,Practical Geometry,unknown,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,prompt-disagreement; unknown-final; differs-from-original-csv,,,,unrelated,unknown,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Surveying,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Theoretical Mathematics,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category,,,,unrelated,unknown,unrelated,unrelated
2I9HSY,FRENCH,1560,Paris,Trigonometry,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement,,,,unrelated,unknown,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Architecture,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary,primary
4TJF1A,FRENCH,1557,Paris,Astronomy,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Cartography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Commercial Mathematics,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Construction,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Cosmography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Geography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Gnomonics & Horology,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Instrument Construction,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Instrument Use,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Mechanics,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Military Engineering,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Music Theory,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Navigation,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Perspective,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Practical Geometry,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Surveying,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
4TJF1A,FRENCH,1557,Paris,Theoretical Mathematics,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,prompt-disagreement; review-sensitive-category; differs-from-original-csv,,,,unrelated,secondary,unrelated,primary
4TJF1A,FRENCH,1557,Paris,Trigonometry,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Architecture,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Arithmetic,primary,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,primary,primary,primary,primary
5J1UUA,FRENCH,1573,Paris,Astronomy,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Cartography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Commercial Mathematics,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Construction,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Cosmography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Geography,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Gnomonics & Horology,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Instrument Construction,unrelated,llm_Value_7,category policy: V7 was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Instrument Use,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Mechanics,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Military Engineering,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Music Theory,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Navigation,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Perspective,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Practical Geometry,unrelated,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Surveying,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Theoretical Mathematics,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,review-sensitive-category,,,,unrelated,unrelated,unrelated,unrelated
5J1UUA,FRENCH,1573,Paris,Trigonometry,unrelated,llm_Value_8,category policy: V8 is the latest completed full run and was strongest or tied best on reviewed examples for this category,,,,,unrelated,unrelated,unrelated,unrelated
5KCP5R,DUTCH,1553,Antwerp,Architecture,primary,llm_Value_6,category policy: V6 was strongest on reviewed examples for this category,,,,,,primary,primary,primary
